,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
41,"[-0.02818545036076161, 0.3744805539547779]","[-0.033345030464644446, 0.3772578747338366]","[-0.027893230944942813, 0.44516441021452974]","[-0.024416463937708844, 0.3715060310114858]","[-0.02852146371251985, 0.3223050170959698]","[0.02514661071392787, 0.4262778627752187]","[0.021329220014087668, 0.43298667529901486]","[0.025506736054856923, 0.5231470476183232]","[0.030592943305662694, 0.4205714900161751]","[0.02477055644706194, 0.3595849122536416]",[-0.0025095343589782715],[0.0011611580848693848],"[0.5578520894050598, 0.45443469285964966]","[157, 894]"
42,"[-0.027728385705124467, 0.3734628688551902]","[-0.03260503350672569, 0.37645845607225176]","[-0.027277621076011074, 0.4418659412761886]","[-0.024144501278034705, 0.3701299860410486]","[-0.02825300190254655, 0.32255063770609366]","[0.024697353420868158, 0.42591318315425364]","[0.020953157140919054, 0.43246625398361505]","[0.02505082885295274, 0.5211718524671851]","[0.03003398421915229, 0.42036143436439316]","[0.02433103461104933, 0.36008644769940235]",[-0.002506852149963379],[0.001135110855102539],"[0.5580739378929138, 0.45354539155960083]","[157, 894]"
43,"[-0.027904182524566678, 0.3742296131989928]","[-0.03283810985865815, 0.3772196425994768]","[-0.027493492183465137, 0.44381304307078495]","[-0.024286036046388695, 0.37088416059991575]","[-0.028391718119434906, 0.3226154429494721]","[0.024987777460513956, 0.42673979470458534]","[0.021212848156598074, 0.4336228962994125]","[0.025333389272806824, 0.520754562849342]","[0.030357702042328984, 0.4208624032680887]","[0.02462578914619567, 0.36144038652686267]",[-0.0024682283401489258],[0.0011070966720581055],"[0.5582183599472046, 0.45383745431900024]","[157, 894]"
44,"[-0.026990489928045487, 0.3757897287207481]","[-0.03200187095203776, 0.3787574695388645]","[-0.026573065361286022, 0.4488963349760923]","[-0.023364811652786005, 0.3725915976167195]","[-0.027480643838082106, 0.32243476366609036]","[0.023530251258397604, 0.42406800729815886]","[0.019944524179575082, 0.4308011607707071]","[0.023881238476397167, 0.5213227842688112]","[0.02866225701559147, 0.418443257390777]","[0.023175671938944806, 0.35737331451102566]",[-0.0027669668197631836],[0.0012444257736206055],"[0.5557022094726562, 0.45290783047676086]","[157, 894]"
45,"[-0.02740654982935886, 0.3761660186562985]","[-0.032441642717939374, 0.37930786513539105]","[-0.02702787623893201, 0.4493658581339671]","[-0.023749702467535903, 0.3727790009694927]","[-0.02785240183424075, 0.32268361711531]","[0.0238378334227906, 0.42265146830101147]","[0.02019046508387204, 0.4292318999869068]","[0.024176565435422553, 0.5195721178222992]","[0.029065044409572492, 0.4171102121921794]","[0.023490621631333093, 0.35612871617512953]",[-0.002714872360229492],[0.0012537240982055664],"[0.5555731058120728, 0.45339435338974]","[157, 894]"
46,"[-0.028362839861209087, 0.3710495486511268]","[-0.033445295087953464, 0.3740063824809064]","[-0.02802702855989691, 0.4381100244204006]","[-0.024624837432209702, 0.3679086796166351]","[-0.02874636933179471, 0.320926798566481]","[0.024954390036094554, 0.41993437742916373]","[0.021084153545504473, 0.4269529588600531]","[0.025324647464317382, 0.5154725845452887]","[0.030526225057104686, 0.4138383160202751]","[0.02456967797175568, 0.3541843504960064]",[-0.0025197863578796387],[0.001232743263244629],"[0.5553678870201111, 0.45362672209739685]","[157, 894]"
47,"[-0.027443804064274064, 0.37261893105141175]","[-0.03248764397007641, 0.3752732675707148]","[-0.02703917836891927, 0.4412307265515359]","[-0.02377272750828143, 0.3697697250681355]","[-0.02791047475152062, 0.32170934704228443]","[0.0241727069403623, 0.42242427520748005]","[0.020476255895047937, 0.429467533195283]","[0.024528532803232885, 0.5197211401046087]","[0.02946995972073615, 0.41643746295947626]","[0.02380799979701801, 0.3556312866162856]",[-0.0025659799575805664],[0.0012461543083190918],"[0.5554234981536865, 0.4531826078891754]","[157, 894]"
48,"[-0.028733479712173632, 0.3744172016446494]","[-0.03408500842753569, 0.3773892646200315]","[-0.028364573151549183, 0.4446865543052448]","[-0.02485142650224957, 0.37129957512272643]","[-0.029161390692043834, 0.3226137775946413]","[0.025001323899025204, 0.4217503240909253]","[0.021263722122684934, 0.4291934948660074]","[0.02537353805011927, 0.5152636149555231]","[0.030303404349865455, 0.4152775630434163]","[0.024616408035620665, 0.35675706829946746]",[-0.0026706457138061523],[0.001226961612701416],"[0.5550097823143005, 0.4531690180301666]","[157, 894]"
49,"[-0.0273492359611797, 0.37396385071267085]","[-0.03190422009571572, 0.3765433068231557]","[-0.02696749103575718, 0.43880208644170976]","[-0.023935892717301697, 0.37133595674270153]","[-0.027781576074787748, 0.32509167784657234]","[0.024751723941684768, 0.4245613575837461]","[0.020976593252944497, 0.43113148860437656]","[0.02511913721852121, 0.5192496199731383]","[0.030149004769452398, 0.4190494718147974]","[0.024373656229403788, 0.3590158373765733]",[-0.002687215805053711],[0.0011696815490722656],"[0.5556655526161194, 0.4533146917819977]","[157, 894]"
50,"[-0.025746699413628796, 0.3736121036073764]","[-0.03002699943209275, 0.3757479859108322]","[-0.025332691070715497, 0.43808907626714694]","[-0.022547260809098635, 0.37125460925119824]","[-0.026223462351071564, 0.32490690636934155]","[0.023500264172007318, 0.42660854211771093]","[0.019865668033806558, 0.4331046762228369]","[0.023857533602309387, 0.5240601539387373]","[0.02873416806758267, 0.4212675436513751]","[0.023138892726038307, 0.35968860475982434]",[-0.0026172399520874023],[0.0011821985244750977],"[0.5560510158538818, 0.4532589018344879]","[157, 894]"
51,"[-0.023974981953793963, 0.37981098372602523]","[-0.027735441274175845, 0.3814168330418305]","[-0.02368060314191685, 0.4467618382141381]","[-0.021115191451226225, 0.3780880753697269]","[-0.02431397687806769, 0.3294944670626391]","[0.022525268701751065, 0.422891386780152]","[0.019042688546078615, 0.43009209773428847]","[0.02284996772420906, 0.5154365531738856]","[0.02749073092436079, 0.4169769338868339]","[0.022179408764129237, 0.35853319045269116]",[-0.0026645660400390625],[0.001161038875579834],"[0.5544728636741638, 0.45490705966949463]","[157, 894]"
52,"[-0.0247462870929202, 0.37705173374417567]","[-0.028856779169759626, 0.37845400642247073]","[-0.024525493328339698, 0.44503983016164234]","[-0.021645867314571708, 0.3756200983407841]","[-0.02499170837360154, 0.32628489860902354]","[0.023367633779020652, 0.4244687989379326]","[0.01971329834890567, 0.4315297269932082]","[0.023731602692108573, 0.5194835192537972]","[0.028627699390197662, 0.41875187971452726]","[0.02298722255488009, 0.35890064472530925]",[-0.0024375319480895996],[0.0011545419692993164],"[0.5545147657394409, 0.4548298716545105]","[157, 894]"
53,"[-0.025245180200476995, 0.3834592254694736]","[-0.029435107794956415, 0.3851204818161446]","[-0.0249860279466442, 0.4514799399904037]","[-0.02210428134007381, 0.38155705576011734]","[-0.025535018509274088, 0.3323950438494485]","[0.02389360077115661, 0.43118688701349867]","[0.020131326146701538, 0.43879184193673293]","[0.024298848631751555, 0.5307689313524113]","[0.029328694792289518, 0.42488393249823647]","[0.02347099183964856, 0.3631829869505552]",[-0.002424478530883789],[0.0011413097381591797],"[0.5536672472953796, 0.4567282795906067]","[157, 894]"
54,"[-0.025504655194493662, 0.37979859335038363]","[-0.02970628766577393, 0.38102034336443263]","[-0.025267983724667632, 0.4462960051047762]","[-0.022338648112929578, 0.3784926416206412]","[-0.025767130615127042, 0.32969427813181157]","[0.02443661576328217, 0.431357608319592]","[0.020577552191176077, 0.4388506179002684]","[0.024863988909172106, 0.5311373115072395]","[0.030032387758822606, 0.4251326099937018]","[0.024000669108472917, 0.36318332130884645]",[-0.002193927764892578],[0.0011395812034606934],"[0.5541383624076843, 0.4560812711715698]","[157, 894]"
55,"[-0.026543312646753203, 0.3869370343924015]","[-0.030707373193673077, 0.38870813379276636]","[-0.026287461124577607, 0.4539792485554171]","[-0.02337421379585009, 0.3849740102148424]","[-0.026830913307872503, 0.33626524019983234]","[0.025128430577437886, 0.4376412220594961]","[0.0212795280523209, 0.4450281377803432]","[0.02553100239164287, 0.5377358247090097]","[0.030614722347500255, 0.43141117886389285]","[0.024708038818902125, 0.3689625984356545]",[-0.002403736114501953],[0.0010721087455749512],"[0.5528148412704468, 0.4590038061141968]","[157, 894]"
56,"[-0.026353752844663837, 0.3834604304511179]","[-0.03075948147545134, 0.38513599559574097]","[-0.026082223393098698, 0.45284011529871054]","[-0.023043585053771444, 0.381729062383958]","[-0.026656142844383345, 0.3315947441555684]","[0.024678719154971607, 0.4378405406136845]","[0.020879943178447963, 0.4453446727174621]","[0.025085317060305746, 0.5388298390051294]","[0.030118094257484823, 0.43149536894498847]","[0.0242651893468952, 0.3687853168923768]",[-0.0025587081909179688],[0.0011791586875915527],"[0.551842451095581, 0.458594411611557]","[157, 894]"
57,"[-0.0263868473521104, 0.38423050184506785]","[-0.030827173328393152, 0.38592308328731145]","[-0.02614180336781734, 0.45398224418942257]","[-0.023052642376589116, 0.38254075055402653]","[-0.026654084438226384, 0.33219618935412204]","[0.024828247918620556, 0.4379131116221522]","[0.021028291648995192, 0.4452969925706733]","[0.025214116637012087, 0.5373422620939521]","[0.030253567786106963, 0.43163254171108706]","[0.024429927976287888, 0.36952417978502466]",[-0.002467632293701172],[0.0011577606201171875],"[0.5522340536117554, 0.45876696705818176]","[157, 894]"
58,"[-0.027124693939078477, 0.398697174384372]","[-0.03175292925076772, 0.4001182854885234]","[-0.027066504525591225, 0.4755056060691532]","[-0.023680259520658317, 0.39676780249937715]","[-0.027202122992852906, 0.3420963199514629]","[0.025571319497133198, 0.4572234221262299]","[0.021638757050208866, 0.4656462247200541]","[0.0259888811683253, 0.5671543041226603]","[0.031205385952485423, 0.45000711815161015]","[0.025135305602150493, 0.3828973485776582]",[-0.0024827122688293457],[0.001126408576965332],"[0.5507791638374329, 0.45999419689178467]","[157, 894]"
59,"[-0.025635817782303852, 0.39462377406307225]","[-0.030035650525239266, 0.3956615707443974]","[-0.025624134043326002, 0.4687469541261997]","[-0.022352861713238904, 0.3932769460043623]","[-0.02565705003961493, 0.3396205280139613]","[0.024629711762395937, 0.4562364992252559]","[0.020815989019643138, 0.46372089234385727]","[0.02497908974259059, 0.5675590986965527]","[0.030108798643733815, 0.4501969054638576]","[0.024265313397531352, 0.381436334745473]",[-0.0024532079696655273],[0.0011596083641052246],"[0.5505403876304626, 0.4591626524925232]","[157, 894]"
60,"[-0.025167497210483534, 0.3933727851751937]","[-0.02946392981203981, 0.3947093550033812]","[-0.02509612903631821, 0.4669929797191888]","[-0.021955261433770294, 0.39173593967476195]","[-0.025253881364132622, 0.3387337237596837]","[0.024106771513410518, 0.45329904489946027]","[0.02037504636730673, 0.4610830094537093]","[0.024456553403268192, 0.5620950229825086]","[0.029469275187961035, 0.4470033524224799]","[0.02374340593257678, 0.37984648593089826]",[-0.002450227737426758],[0.0011676549911499023],"[0.5503474473953247, 0.4587170481681824]","[157, 894]"
61,"[-0.02642976714806846, 0.3975238571190595]","[-0.031033088004402163, 0.39886603501466106]","[-0.026447373660945402, 0.47420701723109104]","[-0.023010900761107407, 0.39564191935364684]","[-0.02642256626887201, 0.34106477604004815]","[0.02490323989606126, 0.45633717321654144]","[0.021023065986824213, 0.46447471301825494]","[0.025311658272642066, 0.5684841624801508]","[0.030512614870263955, 0.4494935768756761]","[0.02448814280084295, 0.38111751059550186]",[-0.002552926540374756],[0.0011733174324035645],"[0.5489562749862671, 0.45918887853622437]","[157, 894]"
62,"[-0.025426564174248937, 0.3970874605606456]","[-0.029823130364014395, 0.39843467217773676]","[-0.025372078289141727, 0.4725282721709778]","[-0.02215418404428352, 0.39525915314585863]","[-0.025496131404531757, 0.34133533811302147]","[0.024093256782185886, 0.4565754024207654]","[0.020357662515296214, 0.46469762975545326]","[0.024487131997336875, 0.5674278812773449]","[0.029481389397676402, 0.44978441911286987]","[0.023693454473954118, 0.38197847616815417]",[-0.0025409460067749023],[0.0011681914329528809],"[0.5491756200790405, 0.45910757780075073]","[157, 894]"
63,"[-0.024496670845665022, 0.39613095716486085]","[-0.02865766683359966, 0.3975642911368381]","[-0.024400737868830295, 0.4692124750528063]","[-0.021413911381016643, 0.3939135446631687]","[-0.024624903855697707, 0.34145256600896434]","[0.02277857662382406, 0.45085968843087626]","[0.019195563132018294, 0.45805187059629376]","[0.023114610716147784, 0.5614471272878341]","[0.027984348017783003, 0.44489697202676903]","[0.022434713554967626, 0.3766205367396574]",[-0.002688109874725342],[0.0012848973274230957],"[0.5485289096832275, 0.4561735987663269]","[157, 894]"
64,"[-0.025459379193537468, 0.39554552188756315]","[-0.02970470613637664, 0.39657163561145425]","[-0.025452036131265208, 0.46946953671385183]","[-0.02227905176723706, 0.39405112810904136]","[-0.025488236868316583, 0.34054198537405284]","[0.024387450159966885, 0.4514909053556899]","[0.020584983909029103, 0.4591527389024597]","[0.02477721136919338, 0.5616524818163782]","[0.029866853507685295, 0.4450904805912017]","[0.023978614698700124, 0.37743560749348853]",[-0.002469956874847412],[0.0012248754501342773],"[0.5496461987495422, 0.45659536123275757]","[157, 894]"
65,"[-0.0252601799494662, 0.3888740877185507]","[-0.029456647623141166, 0.3900978714589879]","[-0.025204359020609093, 0.4609871210569581]","[-0.022127848733847797, 0.3870399349811123]","[-0.02534546677984254, 0.3351437140150017]","[0.023913721712843908, 0.4430109327859828]","[0.020182227757599557, 0.45151509879755447]","[0.024332189289879406, 0.5479936974374066]","[0.029317333800733186, 0.4359477865227164]","[0.023489567465153478, 0.37176755491295843]",[-0.0024281740188598633],[0.0011711716651916504],"[0.5504264235496521, 0.45364320278167725]","[157, 894]"
66,"[-0.02483437740133004, 0.3924000660025124]","[-0.029034168588500348, 0.39400453272745056]","[-0.02474606093529233, 0.4692696176880349]","[-0.021688525771797956, 0.3905325889275522]","[-0.024938379649946874, 0.3361561211752021]","[0.023814938875172168, 0.44822498468929806]","[0.020179735161211246, 0.45624605229089443]","[0.024228374970614603, 0.5540310327977849]","[0.0290024307178927, 0.4415393446660953]","[0.023384447171945096, 0.37635148279366226]",[-0.002389073371887207],[0.001187443733215332],"[0.5510441064834595, 0.45503079891204834]","[157, 894]"
67,"[-0.02345179058086175, 0.38997090811776625]","[-0.02755806152705013, 0.3913576526300462]","[-0.023427836563351977, 0.4653709605768181]","[-0.020420985355822936, 0.38800968580562456]","[-0.023499222171237445, 0.33438287471097283]","[0.022260516715152383, 0.4464611334614315]","[0.01875025514369693, 0.4537150252191888]","[0.022603806989343556, 0.5535559363188424]","[0.027364579051159688, 0.44043879529163293]","[0.02190500092998412, 0.37406391425106034]",[-0.002565145492553711],[0.0011685490608215332],"[0.5508801937103271, 0.4530254900455475]","[157, 894]"
68,"[-0.024388085745538433, 0.3902358068519641]","[-0.02860448160933222, 0.3915279526340475]","[-0.02428211179661355, 0.4675119761785858]","[-0.021240605138205634, 0.3887638706952588]","[-0.024496377691087864, 0.33396941696405685]","[0.023384397183824995, 0.4472340104787448]","[0.01975595494394712, 0.45458606649767486]","[0.023763684560867207, 0.5541475203971181]","[0.02861384812312089, 0.441087628642681]","[0.02298834768373668, 0.3749066995411572]",[-0.002485930919647217],[0.0011968612670898438],"[0.5516623854637146, 0.4537786841392517]","[157, 894]"
69,"[-0.02397960387039444, 0.3889333734792386]","[-0.028056973911694465, 0.39015620236365917]","[-0.023929174604891114, 0.46288531129216215]","[-0.0209382658601763, 0.3873127524626676]","[-0.02404449229799638, 0.33429911175343574]","[0.02295716757343944, 0.44377005585848467]","[0.019275526141031212, 0.4514555419155006]","[0.02331863165953279, 0.5504967201619976]","[0.028355234345732224, 0.4371877925086067]","[0.02258378830103633, 0.37164530489912817]",[-0.0025283098220825195],[0.001162111759185791],"[0.5510958433151245, 0.4528156518936157]","[157, 894]"
70,"[-0.024128965888250864, 0.39249824365596214]","[-0.028316068487568076, 0.3941349654378154]","[-0.024084550887072592, 0.4723526185624844]","[-0.021009462671316554, 0.390630326169618]","[-0.02418299379365162, 0.3347815054201396]","[0.022939337146349614, 0.44452861934797117]","[0.019406813133826115, 0.4525701825396045]","[0.023309516342784758, 0.5490570301436241]","[0.027994894278261833, 0.4378753638690938]","[0.022553983982754693, 0.37349239542954926]",[-0.0026552677154541016],[0.0011605024337768555],"[0.5510466694831848, 0.4524310231208801]","[157, 894]"
71,"[-0.024276776864508604, 0.3965758868608746]","[-0.02853821317434187, 0.3981713765031712]","[-0.024250197938384576, 0.4772626022994637]","[-0.0211226128117175, 0.3945148992564033]","[-0.024316486867315804, 0.33807606311351485]","[0.0230336586000127, 0.446644398741821]","[0.01950973758041655, 0.4533913276158179]","[0.023374669815489458, 0.5542455081625773]","[0.02807800933758855, 0.4411649525894477]","[0.022678864797369035, 0.37402468339375944]",[-0.002625703811645508],[0.0011954903602600098],"[0.5519106984138489, 0.45277005434036255]","[157, 894]"
72,"[-0.02424892478206463, 0.39683635210505697]","[-0.028518501723709542, 0.39844423079324254]","[-0.024241717620209904, 0.4782556315738202]","[-0.021090422922594172, 0.3947421382091812]","[-0.024266578399052528, 0.33791758288528734]","[0.023074543954977683, 0.4466125612373374]","[0.019527078174516623, 0.45358878041766737]","[0.023416368748880693, 0.554378003042883]","[0.02816781500106974, 0.44090910540227723]","[0.022720744853959394, 0.37392276248721196]",[-0.0025758743286132812],[0.0011990070343017578],"[0.5520011782646179, 0.4529033303260803]","[157, 894]"
73,"[-0.021091208094413293, 0.3972936040443365]","[-0.02461642169965008, 0.39799310847863145]","[-0.02102531941014448, 0.4764723094072796]","[-0.018441850690571582, 0.39640422081199167]","[-0.021174283978316326, 0.33969860025590504]","[0.020910014469106918, 0.4490304589162027]","[0.017684419474992333, 0.4555962835472531]","[0.0212188349728087, 0.555710999636767]","[0.025550858328574663, 0.4437343032914471]","[0.02058692841282244, 0.3766844327954447]",[-0.002234518527984619],[0.0011086463928222656],"[0.5554414391517639, 0.45293447375297546]","[157, 894]"
74,"[-0.021326572982554793, 0.39590680471686285]","[-0.02489546736647319, 0.3963735744767672]","[-0.021273579137832028, 0.47457939337894056]","[-0.018641015931435044, 0.3953066511598787]","[-0.02139236361010183, 0.33864748962645486]","[0.021155793900250283, 0.4475681205494753]","[0.01788200235959892, 0.45409023893507333]","[0.02146031710342398, 0.5530208525484752]","[0.02587938544132522, 0.4423362603593634]","[0.020835923131358396, 0.3758406346546436]",[-0.0022069811820983887],[0.0011143088340759277],"[0.5555453896522522, 0.45286405086517334]","[157, 894]"
75,"[-0.019057556008763517, 0.39264852637253594]","[-0.02219234813509031, 0.39306601491025117]","[-0.0190450456017904, 0.4659118597813551]","[-0.016712129332176084, 0.3915957690719669]","[-0.019102529314917387, 0.33788585428114487]","[0.018352735424428467, 0.442108698471554]","[0.015460500383421843, 0.4480022492268283]","[0.018613739709023764, 0.5488211711485829]","[0.02256379184366908, 0.4375446143713904]","[0.018084275724802132, 0.3702300133710072]",[-0.002557992935180664],[0.0011450648307800293],"[0.5547577142715454, 0.4523249864578247]","[157, 894]"
76,"[-0.018846200593774506, 0.39561139402581497]","[-0.022035214039788018, 0.3964119935903352]","[-0.01878182169304005, 0.47453135518319906]","[-0.016455205380882597, 0.3945885083448325]","[-0.018918630060024963, 0.3382031062268552]","[0.018413618596567243, 0.44295184926727144]","[0.015501366802735568, 0.44881826883720727]","[0.01867583833839286, 0.551188769621115]","[0.022650202393696126, 0.438300449570917]","[0.018139645677312792, 0.37025233489163983]",[-0.002549469470977783],[0.0011431574821472168],"[0.5555509924888611, 0.4526834487915039]","[157, 894]"
77,"[-0.019290413593129746, 0.39253544958413766]","[-0.02215300615337131, 0.3933876441661233]","[-0.019095320472386854, 0.4636997265296631]","[-0.017081487903964673, 0.3914486364446557]","[-0.01950663076160455, 0.3393649570518777]","[0.019265812256625457, 0.41953438330826154]","[0.016226939394164544, 0.4265224621659988]","[0.019534833798022493, 0.5100023903681786]","[0.023675988338553625, 0.41386288576695085]","[0.018995528198195624, 0.3562869212915395]",[-0.0023386478424072266],[0.0010854005813598633],"[0.5577749609947205, 0.4564996361732483]","[157, 894]"
78,"[-0.018381273928403743, 0.3938585258254038]","[-0.02103434766603833, 0.39434192529190065]","[-0.01813115955506918, 0.4651718371868231]","[-0.016309655558439783, 0.3933648565216032]","[-0.018654441444368224, 0.34088556558498434]","[0.018499720694694712, 0.4251179532705676]","[0.015605794918516604, 0.43233609770543213]","[0.018778243041996014, 0.5179222715170795]","[0.022669240925775273, 0.4192041592454679]","[0.01821570292672994, 0.36052719820306744]",[-0.002199828624725342],[0.001092076301574707],"[0.5579501390457153, 0.4576360881328583]","[157, 894]"
79,"[-0.018570701984699595, 0.3730736775546503]","[-0.021576339024123786, 0.3744200804422957]","[-0.018332601457325785, 0.4359109963979086]","[-0.016306858205249606, 0.371798097502218]","[-0.018844916860170282, 0.32558778423515894]","[0.017134642464306495, 0.39966589166137517]","[0.014501285180731429, 0.4062038602259236]","[0.017303428336512088, 0.4781350932220188]","[0.02089252914079682, 0.3941024422428288]","[0.01696006869901245, 0.3434297329280927]",[-0.0021796226501464844],[0.0010598301887512207],"[0.558452308177948, 0.46086376905441284]","[157, 894]"
