,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
617,"[-0.020260460491943664, 0.35750210761437556]","[-0.025692856744549155, 0.3576627238562793]","[-0.020195099628068584, 0.4238096394149901]","[-0.016721103248049356, 0.3577292099170812]","[-0.020288260210366366, 0.3095013364446688]","[0.01687218802038497, 0.3502002952725348]","[0.014920906311577537, 0.34820948989589334]","[0.016863312521130124, 0.4019194779651429]","[0.01952787710998122, 0.3525440680085011]","[0.016940098259642756, 0.3107447235486607]",[-0.0004996061325073242],[-0.0003896057605743408],"[0.44479823112487793, 0.44450271129608154]","[197, 962]"
618,"[-0.020525567309970735, 0.35671069557670254]","[-0.02599751040550613, 0.3569151949507662]","[-0.02045412926677555, 0.4223384008069423]","[-0.016951704018295478, 0.3568150767889153]","[-0.020562688286966852, 0.3091370419883775]","[0.017242456854796875, 0.34867185499077546]","[0.015280921031496787, 0.34653291583248835]","[0.017231235447541196, 0.3984660855696156]","[0.01989916620986123, 0.3513133071776954]","[0.017317688472429104, 0.31065206809778534]",[-0.0004907846450805664],[-0.00035494565963745117],"[0.4451684355735779, 0.4438480734825134]","[197, 962]"
619,"[-0.0196730661692018, 0.357000762236686]","[-0.024935793626615535, 0.3573534374444285]","[-0.01958784273121797, 0.4221100249914818]","[-0.016242090748552537, 0.35699730129627455]","[-0.019727313766383, 0.3096937502220748]","[0.01642786484514905, 0.3485802893495374]","[0.014582798990609358, 0.346429413904915]","[0.016428089418466792, 0.3982468643602446]","[0.01892573590837734, 0.3512106593241786]","[0.016493846215272667, 0.31061496043482156]",[-0.00042572617530822754],[-0.00037214159965515137],"[0.44504648447036743, 0.4436691701412201]","[197, 962]"
620,"[-0.020865172996904952, 0.35539254007108795]","[-0.02645085346547957, 0.3555443341893425]","[-0.020779872437222166, 0.4199239941043813]","[-0.01722292734621451, 0.35563354357078814]","[-0.020911906811153964, 0.30844298107421175]","[0.01721428329499863, 0.34781001634825237]","[0.015270405289727172, 0.3462280731537782]","[0.01717141437267071, 0.39867520450911026]","[0.019851364210944935, 0.3497578570227418]","[0.0173257799498576, 0.3090108022976663]",[-0.0005353987216949463],[-0.0003479123115539551],"[0.44502872228622437, 0.4432324767112732]","[197, 962]"
621,"[-0.019422537223623016, 0.3551928959459034]","[-0.024608477327275804, 0.3558256226756419]","[-0.019309888768186758, 0.4194829856709396]","[-0.016039409297986838, 0.3550116460397897]","[-0.01950083524978838, 0.30841472221509547]","[0.016029483572584872, 0.34762315054920573]","[0.014232350513096676, 0.3461116470989162]","[0.015998344379000776, 0.3985649255353843]","[0.018467054798359035, 0.34954169351978615]","[0.016129237121424753, 0.30880202729307527]",[-0.0004672706127166748],[-0.00034615397453308105],"[0.4449719786643982, 0.44314461946487427]","[197, 962]"
622,"[-0.02046379095677779, 0.35521246639829485]","[-0.025871137006435885, 0.35529568835669023]","[-0.02037615633242932, 0.41877496368466616]","[-0.01692356017905251, 0.35552998075981024]","[-0.020517584898093858, 0.30885330421148594]","[0.016787327865345102, 0.34705943846756415]","[0.014917313102153261, 0.34493421697691773]","[0.016765723721757428, 0.3977982028205306]","[0.019317147219438835, 0.34949252317236856]","[0.016873784956114593, 0.30830614794498545]",[-0.0005517899990081787],[-0.00035575032234191895],"[0.44468817114830017, 0.44291165471076965]","[197, 962]"
623,"[-0.020624099627172578, 0.35382069346927]","[-0.026088852820530452, 0.35405958237668295]","[-0.020524887213169425, 0.4169201106143289]","[-0.01704909918949832, 0.3539636815872527]","[-0.020689333171474193, 0.3077522763474036]","[0.016937154564148824, 0.34569582741303745]","[0.015070275805908778, 0.3435976953842303]","[0.016914975907076652, 0.39586492157865]","[0.019460235806482554, 0.348066070294009]","[0.017031102747760422, 0.30726439025286617]",[-0.0005586445331573486],[-0.00037020444869995117],"[0.4448266923427582, 0.4425450563430786]","[197, 962]"
624,"[-0.020855771908803895, 0.35505979047905034]","[-0.026264014858162456, 0.35576452718113966]","[-0.020734507100621847, 0.4182504006522259]","[-0.017287707527948, 0.35478434293352457]","[-0.020942661922060877, 0.3089078601120435]","[0.017174071452781693, 0.3478154531402268]","[0.015260466318621423, 0.3460334999867835]","[0.01714497859297894, 0.398042245621427]","[0.019766789653252945, 0.3498793240620232]","[0.01728339066374082, 0.3093581085785686]",[-0.000674903392791748],[-0.0003908872604370117],"[0.4446312487125397, 0.4435719847679138]","[197, 962]"
625,"[-0.021296265163317382, 0.35429250213679453]","[-0.02692973989830632, 0.3548921291020304]","[-0.02118641075549447, 0.4183320263662756]","[-0.01760540977935908, 0.35410871185860526]","[-0.021369498301229195, 0.3077253124218814]","[0.017627922151216637, 0.34638201670133106]","[0.015625946579539546, 0.3445601138049143]","[0.017602914369550186, 0.39610595219231665]","[0.020349272022718388, 0.34855106326582763]","[0.01773267181048484, 0.30832922548329156]",[-0.0007134974002838135],[-0.00039193034172058105],"[0.44458261132240295, 0.4433436989784241]","[197, 962]"
626,"[-0.024182534361692445, 0.35795296462052634]","[-0.030744610119036377, 0.35790065599493537]","[-0.02409914603437701, 0.4247567221547771]","[-0.019929498179600876, 0.35844691298836495]","[-0.024225310606903434, 0.309824291321358]","[0.019959863833794823, 0.34884987876275547]","[0.01769393704027207, 0.3467972028300999]","[0.019963805311579725, 0.40027417275788635]","[0.0230452083508838, 0.3512677815336028]","[0.02004622143181754, 0.30963325872446984]",[-0.0005894601345062256],[-0.00037020444869995117],"[0.4453914165496826, 0.4437182545661926]","[197, 962]"
627,"[-0.021328553461655193, 0.3584035986630448]","[-0.027099231753250356, 0.3586745867604923]","[-0.021212636506444896, 0.4242828997655583]","[-0.017586865420239694, 0.3586532562786856]","[-0.021409171542422636, 0.3107678138528641]","[0.017437138738688147, 0.3485249475322948]","[0.015481239799821108, 0.34653199425490233]","[0.01744191903696465, 0.39966335178855394]","[0.020096208264582575, 0.3508993929011475]","[0.017512028245572683, 0.30950003249560576]",[-0.0005210340023040771],[-0.000375598669052124],"[0.44494983553886414, 0.44399693608283997]","[197, 962]"
628,"[-0.021101564707709755, 0.3557209961610204]","[-0.026824249258357896, 0.35604645840568494]","[-0.02100732152365494, 0.42027740608296116]","[-0.01738929277538393, 0.3557375570460425]","[-0.021163619955771797, 0.30881272305712054]","[0.017352058298582333, 0.34655290889244317]","[0.015387332102776177, 0.3443123553572472]","[0.017346281662779153, 0.39686436975631]","[0.020027516609965018, 0.34923250951760565]","[0.01742995232408124, 0.30816910739608544]",[-0.0005200207233428955],[-0.00040918588638305664],"[0.4449611008167267, 0.4434722363948822]","[197, 962]"
629,"[-0.02186549019036704, 0.35569362794113485]","[-0.027773574595470713, 0.3559745958882279]","[-0.021776994088984713, 0.42037290384126796]","[-0.01802642759503959, 0.3557137561041199]","[-0.021920483215024173, 0.30871085360686096]","[0.01812698736045715, 0.3472521287789382]","[0.016055398693620535, 0.3450326485699347]","[0.018123093541991986, 0.39773126415019344]","[0.020949069560342173, 0.34993204373847225]","[0.01820211522804404, 0.3087938084964388]",[-0.0005561709403991699],[-0.0003903508186340332],"[0.4452858865261078, 0.44327428936958313]","[197, 962]"
630,"[-0.01849952056515278, 0.35564373141747946]","[-0.023444836223753592, 0.3562307908426062]","[-0.01840729295311327, 0.4199623816612463]","[-0.015274860620510007, 0.3554208694719373]","[-0.018559196774175373, 0.30883627257150387]","[0.015188328261796434, 0.34824776653279377]","[0.013537787687749315, 0.3460849582643371]","[0.015159650437811822, 0.39875515542586193]","[0.01740124666173374, 0.3506032227582553]","[0.015280335607933732, 0.3094090402119373]",[-0.0004578232765197754],[-0.0003577768802642822],"[0.44497039914131165, 0.44394245743751526]","[197, 962]"
631,"[-0.01964893728958199, 0.3559419331220801]","[-0.024874428552738113, 0.3560652115048239]","[-0.019581326652232743, 0.4206990393502952]","[-0.016233567356899035, 0.35611420172207564]","[-0.019682279384543366, 0.3088586697793358]","[0.016236043620791816, 0.34985302782666805]","[0.014422808673914628, 0.3478300268111738]","[0.016205036921012102, 0.40117672998846793]","[0.018677298187902716, 0.35212086344444626]","[0.016326162337571424, 0.3105233964967776]",[-0.0004947185516357422],[-0.0003554224967956543],"[0.445173054933548, 0.4440765976905823]","[197, 962]"
632,"[-0.02067847628364871, 0.3559093788649783]","[-0.02625584716793381, 0.35567949851050257]","[-0.02061367058949544, 0.4212574885417194]","[-0.017053475047745577, 0.3563909051986302]","[-0.02071142964010455, 0.3085382787455964]","[0.017062208295927427, 0.34834933049892564]","[0.015110895504604333, 0.3463895362500144]","[0.017059913101857047, 0.39910149153326996]","[0.01971837797752326, 0.350734131724261]","[0.017136611552287673, 0.30975405144390833]",[-0.0006201565265655518],[-0.0003667771816253662],"[0.44433116912841797, 0.4438890516757965]","[197, 962]"
633,"[-0.02057982094991943, 0.354914510943862]","[-0.026190821301102597, 0.354845150375076]","[-0.020503475479528542, 0.4199556773953285]","[-0.01694900562737944, 0.3553016419955231]","[-0.02062497245294775, 0.30777879617425113]","[0.0168114188683996, 0.3469598499122257]","[0.01493572726898249, 0.3447783929970133]","[0.01680325642505886, 0.3972071065448364]","[0.019352875200995958, 0.349533119753062]","[0.01689324180847476, 0.30862021344380874]",[-0.0006104409694671631],[-0.00037294626235961914],"[0.4442724883556366, 0.4438205659389496]","[197, 962]"
634,"[-0.020076082263480923, 0.3567501638566308]","[-0.025432698853322038, 0.35735743706960077]","[-0.019975827831782502, 0.42212911503101014]","[-0.016582385932812957, 0.35666726944117944]","[-0.020142830880494643, 0.30933646835424894]","[0.016628119056943006, 0.34750856197229196]","[0.014753061688439009, 0.3454563132028886]","[0.01659909085046795, 0.397837139986477]","[0.019162360654943582, 0.34987806808731414]","[0.016724899748839717, 0.30901571612920614]",[-0.0005292296409606934],[-0.0004029572010040283],"[0.4444860517978668, 0.44430840015411377]","[197, 962]"
635,"[-0.019884295376688576, 0.35584725444175885]","[-0.025292908677345058, 0.3564304850460291]","[-0.019787010132444376, 0.4213894877426077]","[-0.016382151574667568, 0.3557668333873624]","[-0.01994808480935346, 0.30836665537677077]","[0.01639154281560851, 0.346476855929921]","[0.014543957900093886, 0.34462202787852764]","[0.016365961170452716, 0.396334672312796]","[0.018888236027277745, 0.34871934124619186]","[0.01648464694181999, 0.308363927416722]",[-0.0005449056625366211],[-0.00039201974868774414],"[0.44412028789520264, 0.4442097544670105]","[197, 962]"
636,"[-0.019118139130447687, 0.35549704460747245]","[-0.024151160730938547, 0.3560200353890422]","[-0.01900312721123628, 0.4194067190850608]","[-0.015816208940355583, 0.3554697151156803]","[-0.01919977617367254, 0.3089593224726571]","[0.015936084355045687, 0.34875196980003625]","[0.014089718837161109, 0.34646910986572865]","[0.015926628696455666, 0.3995079765989334]","[0.018450424274015643, 0.35154857333578154]","[0.015997503052893436, 0.3100611394191312]",[-0.00046816468238830566],[-0.0003376305103302002],"[0.4447486996650696, 0.444094181060791]","[197, 962]"
637,"[-0.01942320309285611, 0.3557734607203305]","[-0.024525168714233495, 0.3561709347251013]","[-0.01931608443112647, 0.41992511222621703]","[-0.016072086916035188, 0.3558255238216669]","[-0.01949594532853331, 0.30907806247296765]","[0.016243925635770023, 0.3500196209125672]","[0.014362746898471149, 0.34776194890685286]","[0.016231778917846298, 0.40085968623533547]","[0.01880390371057767, 0.35278150734192104]","[0.01630820089270987, 0.31125790813362764]",[-0.0004620850086212158],[-0.00034371018409729004],"[0.4450138211250305, 0.4441928267478943]","[197, 962]"
638,"[-0.020285614367482812, 0.35839758779475]","[-0.025595482460182478, 0.35897628763005107]","[-0.02020147842934699, 0.42448300735112393]","[-0.016795696343339585, 0.35826997493476587]","[-0.020334259881381635, 0.31049486106784346]","[0.0171662913849192, 0.3504137095649253]","[0.015091408819650941, 0.348185304321712]","[0.017138363848804662, 0.40203090739648]","[0.020011492324561005, 0.3530786717214937]","[0.01724066036839645, 0.31128570188201454]",[-0.00053367018699646],[-0.00032526254653930664],"[0.4451850950717926, 0.44421911239624023]","[197, 962]"
639,"[-0.01996633555041966, 0.3580191233279835]","[-0.025242030233466016, 0.3586122637787903]","[-0.01987711526446988, 0.42382375174974923]","[-0.016511549837511443, 0.3578992016815901]","[-0.020020422275168863, 0.31029055323210797]","[0.016776247899283545, 0.34951291420899583]","[0.014825409580908942, 0.3474098921330292]","[0.016733185632646287, 0.4003468013797118]","[0.019424798843459948, 0.35191934635443767]","[0.016872272945339203, 0.31071922725657797]",[-0.0005293786525726318],[-0.00033801794052124023],"[0.4449070394039154, 0.4440464377403259]","[197, 962]"
640,"[-0.020864382355535158, 0.35451028471091445]","[-0.026492207811311497, 0.3541667823338442]","[-0.020806857592627515, 0.41881497851807087]","[-0.01720687171518275, 0.35518467420409944]","[-0.020886854717756885, 0.30773088421008915]","[0.0170796532460687, 0.3492229390145239]","[0.015175046934045536, 0.34699212849452815]","[0.017082464760656405, 0.400428872151394]","[0.01966438066913241, 0.35184641169816544]","[0.017155995863914808, 0.3101733688807859]",[-0.0005896091461181641],[-0.0003916919231414795],"[0.4434511959552765, 0.4441547691822052]","[197, 962]"
641,"[-0.020599166674166, 0.3543111119260955]","[-0.02608345128083629, 0.35416481763035224]","[-0.020533920814180276, 0.4185108341574494]","[-0.017016605252919734, 0.3547939188470898]","[-0.020630473209789335, 0.3076078572993644]","[0.01673861484123057, 0.35028693723543164]","[0.014880610566598696, 0.34808263292905917]","[0.016734464357625763, 0.4015709251684384]","[0.019262812421105783, 0.3528747829488771]","[0.016821935392205615, 0.3111695342358004]",[-0.0005744099617004395],[-0.00040030479431152344],"[0.44334787130355835, 0.4442545175552368]","[197, 962]"
642,"[-0.020615137582927493, 0.3567511414856627]","[-0.026064598496420763, 0.3570461057377821]","[-0.020533932384098903, 0.4217185362238291]","[-0.01704596755163235, 0.3568661662012272]","[-0.020662526048903118, 0.3095376816624035]","[0.017184960644668987, 0.34851177931910926]","[0.015260122702412263, 0.3463262068678765]","[0.017144533521481767, 0.3982951277438472]","[0.01978550486360208, 0.350975763916911]","[0.017289212635212638, 0.3103727037458161]",[-0.0005605816841125488],[-0.0003546476364135742],"[0.4444141685962677, 0.44397684931755066]","[197, 962]"
643,"[-0.020082185870906252, 0.35721175515981823]","[-0.02542637400760307, 0.35765083648387336]","[-0.019995940886291582, 0.4224242128512731]","[-0.016591596335520823, 0.3572103679219569]","[-0.020134761578246365, 0.30984685334693685]","[0.01661996196024569, 0.34848037821655625]","[0.014779391834290036, 0.34630994925002184]","[0.016572797197826304, 0.39819167170595965]","[0.01910176045768368, 0.3508642875960038]","[0.016731802411332073, 0.31029997944263177]",[-0.0005533993244171143],[-0.00034746527671813965],"[0.444164514541626, 0.44418391585350037]","[197, 962]"
644,"[-0.020484604467230178, 0.358855911279121]","[-0.025807212043086093, 0.35919335925325685]","[-0.020371058864803025, 0.4241981065341938]","[-0.016975475578390416, 0.3590382746030332]","[-0.020561834162376686, 0.3114700518254614]","[0.017191718305960137, 0.35011577095672664]","[0.015223906438727177, 0.3481908220051709]","[0.017191430198510667, 0.40058294851164566]","[0.019862591527660796, 0.35245914564596925]","[0.017254628099611174, 0.31153003883540253]",[-0.0005386471748352051],[-0.00035452842712402344],"[0.44421401619911194, 0.4443451762199402]","[197, 962]"
645,"[-0.020642155197241673, 0.3589538404882334]","[-0.02600143248061308, 0.35923697838271984]","[-0.020534231687963974, 0.42441358345555596]","[-0.017108703166213976, 0.35919775342296145]","[-0.020713911805002413, 0.3114960278098751]","[0.017299533347771946, 0.34988323151355555]","[0.015331027004585291, 0.3478802804151511]","[0.017294282031831504, 0.4001848358566899]","[0.019969041521057024, 0.3522911198116552]","[0.017367357076668824, 0.3113800649097798]",[-0.000555187463760376],[-0.00035896897315979004],"[0.4441767632961273, 0.44438329339027405]","[197, 962]"
646,"[-0.018975709991342248, 0.35681330701513975]","[-0.023948018525153204, 0.3569166760641152]","[-0.018912189859602878, 0.4216986810057826]","[-0.015708059192819594, 0.3571475646970816]","[-0.019005539995072582, 0.30961304443889737]","[0.01567358864656162, 0.3490380675503652]","[0.013917868550435513, 0.34730511945005066]","[0.01566348354549029, 0.3992566305951849]","[0.01804656882666205, 0.35109483554157245]","[0.015742332286886034, 0.3106247028206026]",[-0.0004966557025909424],[-0.00035965442657470703],"[0.44390010833740234, 0.44411301612854004]","[197, 962]"
647,"[-0.019349386421725595, 0.35720557181131485]","[-0.024373385130782476, 0.35741344766847993]","[-0.019290252589954163, 0.42204957890083644]","[-0.016036975895978436, 0.35740145827843806]","[-0.01937436200654867, 0.3100059289270919]","[0.01601820989713505, 0.349883277927035]","[0.014232942228725303, 0.3481410359622288]","[0.016013640925234635, 0.4006323202113583]","[0.018428816862140162, 0.3519681390185948]","[0.016084783987922402, 0.3111131941646664]",[-0.0005386471748352051],[-0.0003763735294342041],"[0.44400885701179504, 0.444084107875824]","[197, 962]"
648,"[-0.02227439005325635, 0.3579359806840235]","[-0.028300865109913365, 0.3579319900813314]","[-0.022204403850549295, 0.42380314893971155]","[-0.01836244307667194, 0.3582916749053512]","[-0.02230570705248437, 0.3101882181104507]","[0.018316222419536163, 0.3510652990888969]","[0.016272204232029346, 0.3490795253332337]","[0.018292774257879115, 0.40155410617550286]","[0.021084835076867352, 0.3533899483295832]","[0.01841390500144467, 0.3123533608275943]",[-0.0005872249603271484],[-0.00035077333450317383],"[0.4440806806087494, 0.4439472258090973]","[197, 962]"
649,"[-0.02025207496206261, 0.35964740077469864]","[-0.025705737497627643, 0.35984298251142965]","[-0.02016991296681077, 0.42537106538998687]","[-0.016708572785939624, 0.35990154022981763]","[-0.02030053600198751, 0.31190834767641995]","[0.016695234285057117, 0.35119979780831845]","[0.014847561158057543, 0.3493754654952395]","[0.016676096820592033, 0.4016217059268776]","[0.019191539183663425, 0.3533680108897955]","[0.016782951885837553, 0.3125197055884306]",[-0.0004953742027282715],[-0.0003687739372253418],"[0.4441035985946655, 0.444372296333313]","[197, 962]"
650,"[-0.02079846451711986, 0.35608787576854845]","[-0.026371736293508013, 0.3564830921447336]","[-0.020720469464180404, 0.42104013953581926]","[-0.017169362340612847, 0.35614915395295116]","[-0.020841800219342153, 0.308908614223998]","[0.017035290626262294, 0.34424554136116997]","[0.015141203106313658, 0.3419629262791759]","[0.01703470811665503, 0.3945127185042147]","[0.019604381194719883, 0.3468921032333945]","[0.017111829920454243, 0.3058512392554031]",[-0.0006119608879089355],[-0.00034114718437194824],"[0.44368693232536316, 0.4436042308807373]","[197, 962]"
651,"[-0.02013173429071559, 0.35635043280563145]","[-0.02546654313662476, 0.35702468350546496]","[-0.02003544136793167, 0.42109569856772106]","[-0.016644979980692646, 0.356169505063638]","[-0.020196204279328025, 0.3092855337707361]","[0.016455166261847017, 0.34535255126797854]","[0.014655568550113336, 0.34292552765995865]","[0.01645722771897892, 0.3958626287106578]","[0.018887322012037383, 0.34810304202767656]","[0.01652876661374212, 0.3067255652232127]",[-0.0005933046340942383],[-0.0003546476364135742],"[0.44357553124427795, 0.44383901357650757]","[197, 962]"
652,"[-0.020958492959238722, 0.3578724062981778]","[-0.026627726949502828, 0.3579529572133683]","[-0.020873633642412157, 0.4225052216624396]","[-0.017282048828224487, 0.35824536743763324]","[-0.021007033239684388, 0.3108074139579451]","[0.01689520248318613, 0.349677399899226]","[0.015032780656257594, 0.3476614714579872]","[0.016853190115436314, 0.40052870435746607]","[0.01940596571735205, 0.351763891204574]","[0.017007053816987184, 0.31049639920081573]",[-0.0007216036319732666],[-0.00041234493255615234],"[0.4431553781032562, 0.44395124912261963]","[197, 962]"
653,"[-0.01947341899817106, 0.35677763880818275]","[-0.024799892901432634, 0.35695102173680326]","[-0.019387445367478776, 0.42129319124980125]","[-0.016033770870006483, 0.3570513871133401]","[-0.019527725769282855, 0.30981673680136473]","[0.015663982229331772, 0.3489683635278899]","[0.013956029726035, 0.34695718649022655]","[0.015613410106139996, 0.3997368879600485]","[0.017963137867385078, 0.3510177390298042]","[0.01578298045614951, 0.3097861911923605]",[-0.0006642639636993408],[-0.00043010711669921875],"[0.4430260956287384, 0.44380471110343933]","[197, 962]"
654,"[-0.019226459945190545, 0.3540728059765506]","[-0.024540393040527353, 0.3543229318137349]","[-0.019135551084205994, 0.4179156251521112]","[-0.0158059300399178, 0.3542560250789299]","[-0.019282243776850755, 0.3076351807925728]","[0.015365222760034932, 0.34631240601164803]","[0.013691869061157859, 0.344230663101347]","[0.015361793308059996, 0.3967748836784469]","[0.01762441338989079, 0.3487274903653866]","[0.015441895588902776, 0.30766604792304925]",[-0.000607222318649292],[-0.0004245638847351074],"[0.44226858019828796, 0.4433148503303528]","[197, 962]"
655,"[-0.018071580050540048, 0.3551712349886834]","[-0.022971858899667626, 0.35584772760001715]","[-0.017968913411679065, 0.4187418848083613]","[-0.014894490642376058, 0.35497300914869256]","[-0.018141450904394736, 0.3088568698317226]","[0.01433090332041542, 0.3479801800258811]","[0.012803016607806552, 0.34621756576309715]","[0.01433616125541908, 0.39826396092210503]","[0.01638684135864191, 0.34998911407729244]","[0.0143977204453832, 0.3093683092116004]",[-0.0005685091018676758],[-0.0003847181797027588],"[0.442271888256073, 0.4435860514640808]","[197, 962]"
656,"[-0.02100616468102147, 0.35635606503219197]","[-0.026813393353814788, 0.3564325139468491]","[-0.020940685300850394, 0.42240176860230494]","[-0.01727066275001283, 0.3566937599480866]","[-0.021039731672430066, 0.3086108502112763]","[0.01693006567044769, 0.3497774256342988]","[0.015096381094853784, 0.34784166119191534]","[0.016869332576418688, 0.4008518225580277]","[0.019391102848582375, 0.3517869204274909]","[0.017060393904358453, 0.310454199951299]",[-0.0005644261837005615],[-0.00044989585876464844],"[0.44322025775909424, 0.443196177482605]","[197, 962]"
657,"[-0.021778010683616202, 0.35491741986216946]","[-0.027788096560801546, 0.3549153651957911]","[-0.021710181149420468, 0.4201262916843936]","[-0.017907912490362374, 0.3553118422590501]","[-0.02181186716671282, 0.3076888411729968]","[0.017601132087959662, 0.34749587290191086]","[0.015661474315733226, 0.3453114013718858]","[0.017552775499415498, 0.39794282100976835]","[0.020214440754203825, 0.349840530957965]","[0.017719952403236164, 0.30866790158679547]",[-0.0006560981273651123],[-0.0004285871982574463],"[0.4431617558002472, 0.4425733685493469]","[197, 962]"
658,"[-0.019827467850441628, 0.35512281665409]","[-0.02513299592215578, 0.35528868901315913]","[-0.019750623460033166, 0.41953467367277386]","[-0.01636933473108506, 0.3553919422218869]","[-0.01987114853520464, 0.30829457245256153]","[0.016296864295417646, 0.34598348129382756]","[0.014495657048328638, 0.3438545855516414]","[0.016274064025409665, 0.395993266293599]","[0.018723176193708085, 0.3484021826630725]","[0.016386675504359217, 0.3076071170085199]",[-0.0005397498607635498],[-0.00040659308433532715],"[0.44312793016433716, 0.44301000237464905]","[197, 962]"
659,"[-0.018829872852111854, 0.35427728235440087]","[-0.023842735411704254, 0.35462172992976576]","[-0.018739495545998904, 0.41819623835423786]","[-0.015553880253642094, 0.35435510188776925]","[-0.018888070915052953, 0.3077386403433859]","[0.015334739187962314, 0.34595895123259435]","[0.013624505745495428, 0.34413280379090355]","[0.015316327087798046, 0.3960058319363126]","[0.01764909033579879, 0.34807086963123524]","[0.015418453908462339, 0.3075847152883863]",[-0.0005818605422973633],[-0.00041297078132629395],"[0.4428597688674927, 0.4429774582386017]","[197, 962]"
660,"[-0.020013639272164936, 0.356354857956967]","[-0.025340844246794343, 0.35701878778503626]","[-0.019935786395902023, 0.4221600741353235]","[-0.016534674212960954, 0.35615310884133194]","[-0.020056210914099197, 0.3086872054991494]","[0.016713680648932923, 0.346793799812104]","[0.014810346695154833, 0.34511605078271307]","[0.016722387730847187, 0.39663276746109966]","[0.019305963293358163, 0.3488593291871445]","[0.016772318534372572, 0.3087558580932948]",[-0.0004757344722747803],[-0.0003687441349029541],"[0.4438495337963104, 0.44331109523773193]","[197, 962]"
661,"[-0.01914168533974071, 0.35623105325044724]","[-0.02419621719917959, 0.3570170661965262]","[-0.019060170436489027, 0.4218618895545781]","[-0.015830967158135038, 0.3559299546368342]","[-0.019189759090121678, 0.30866433004542776]","[0.015943239585637065, 0.34734653189668646]","[0.014145310870726444, 0.34566127503919836]","[0.01595354229163013, 0.3972131692680854]","[0.018390686155069263, 0.34943237765647256]","[0.016000134475838396, 0.3092964061912295]",[-0.0004055500030517578],[-0.00038635730743408203],"[0.4439164102077484, 0.4434376358985901]","[197, 962]"
662,"[-0.019288085343131214, 0.3569403698933235]","[-0.02440390984121585, 0.35721664033334205]","[-0.019204330417390076, 0.4218694695460632]","[-0.015940002197088732, 0.3570038604050396]","[-0.01933802383485561, 0.3097121689606674]","[0.0158977442905567, 0.3499456023412372]","[0.014130788026143162, 0.34808188494145]","[0.01588401739935807, 0.3996161115945583]","[0.018279343874317833, 0.3521169851187204]","[0.015969875625658894, 0.31177686868665494]",[-0.0005626678466796875],[-0.0003676414489746094],"[0.44373178482055664, 0.4436229467391968]","[197, 962]"
663,"[-0.020022224196714997, 0.3563447356596693]","[-0.025410969600917977, 0.35649661551426515]","[-0.01994208106059568, 0.4214183283255941]","[-0.01651521256624392, 0.35657502785823014]","[-0.020067366914945543, 0.3090618036281303]","[0.016588074770615358, 0.3480702255791622]","[0.014753159806494382, 0.34621334694843514]","[0.01658103733003952, 0.39734831043626795]","[0.01906508615166119, 0.3502510586768578]","[0.016660964211888785, 0.3101852379824029]",[-0.0005806982517242432],[-0.0003628730773925781],"[0.44394952058792114, 0.443376362323761]","[197, 962]"
664,"[-0.019190371892394927, 0.3581689189847993]","[-0.024461504280181408, 0.35824174725705005]","[-0.019111818130010828, 0.423029187203464]","[-0.015790013313351947, 0.35849924121542165]","[-0.019236785429773307, 0.3109900690018333]","[0.015330594755078294, 0.3492650624289284]","[0.013682754851727097, 0.3474308822827018]","[0.015299168975900631, 0.3992839409957163]","[0.017549769763738864, 0.35131179477223506]","[0.015436451349839701, 0.3107097937350816]",[-0.0007158219814300537],[-0.00039067864418029785],"[0.442192941904068, 0.4434887170791626]","[197, 962]"
665,"[-0.017438675133856305, 0.35761370043511037]","[-0.022163561439004588, 0.3580408182772948]","[-0.017350535515917188, 0.4223124895558688]","[-0.014375661176523283, 0.3576150940161073]","[-0.0174981041022948, 0.310554618471772]","[0.013841423732082579, 0.3504427701950728]","[0.01237001732522414, 0.3487550434699786]","[0.01382783195069475, 0.40003966858207435]","[0.015818516184744964, 0.3523380540983886]","[0.013920988940981923, 0.3121693335422527]",[-0.0006080269813537598],[-0.0003928840160369873],"[0.44215527176856995, 0.4438038766384125]","[197, 962]"
666,"[-0.01878509820780826, 0.358710372901408]","[-0.023780379781220697, 0.3588229597877197]","[-0.018693327599479944, 0.42368174743123677]","[-0.015523878869520405, 0.35903628302296525]","[-0.018847888772107056, 0.31151851482588644]","[0.015249555952149774, 0.3543715425505074]","[0.013551906977871168, 0.35250503023398894]","[0.015233265333358753, 0.4059804637303902]","[0.01754278355814922, 0.3564471875308162]","[0.015324962454039878, 0.31478582561332796]",[-0.0005205273628234863],[-0.0003801584243774414],"[0.4432370364665985, 0.4440951943397522]","[197, 962]"
667,"[-0.019035257361939992, 0.3588765635408186]","[-0.024103683484773503, 0.3589539939285876]","[-0.018947781421502656, 0.42394423030352535]","[-0.015728494914112642, 0.35924338617891133]","[-0.01909331599411812, 0.31161885928639443]","[0.015514576608801532, 0.35381978499517286]","[0.013791841289361976, 0.3519761129051823]","[0.01550452050812247, 0.4051838024281954]","[0.01784004642448375, 0.35589533409790547]","[0.015586629433330506, 0.31444527119188587]",[-0.0005204379558563232],[-0.0003800392150878906],"[0.4433014988899231, 0.4441009759902954]","[197, 962]"
